,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
195905,  -99.99,    0.48,    0.92,    0.87,    1.13,   -0.29,    1.02,    1.03,    0.99,   -0.44,    2.74,   -0.79,    0.21,    1.16,    0.87,    1.41,    0.65,   -0.16,    2.13
195906,  -99.99,   -0.09,    1.10,    0.31,   -0.11,    0.43,    1.07,    0.68,    0.44,   -1.50,    1.30,   -0.06,    0.93,    1.37,    0.77,    1.32,    0.05,    0.35,    0.53
195907,  -99.99,    3.11,    3.10,    2.92,    3.10,    3.37,    3.10,    2.51,    3.16,    3.97,    2.22,    3.12,    3.61,    2.11,    4.10,    2.59,    2.44,    3.41,    2.91
195908,  -99.99,   -1.10,   -1.42,   -1.79,   -0.94,   -1.60,   -1.06,   -1.86,   -1.71,   -1.81,   -0.06,   -1.41,   -1.80,   -1.94,   -0.18,   -1.75,   -1.97,   -1.85,   -1.56
195909,  -99.99,   -4.13,   -4.54,   -4.84,   -4.07,   -4.16,   -4.38,   -4.96,   -4.96,   -3.29,   -4.87,   -4.24,   -4.08,   -4.72,   -4.05,   -5.31,   -4.60,   -5.16,   -4.75
195910,  -99.99,    1.28,    2.36,    2.65,    0.96,    2.38,    2.61,    2.63,    2.02,   -0.30,    2.25,    1.91,    2.86,    2.53,    2.69,    1.36,    3.93,    2.47,    1.56
195911,  -99.99,    0.39,    2.02,    2.06,    0.09,    2.19,    1.38,    2.35,    1.70,   -0.43,    0.62,    0.99,    3.41,    1.81,    0.94,    1.93,    2.78,    1.44,    1.97
195912,  -99.99,    2.76,    2.20,    1.72,    2.59,    2.84,    2.20,    1.32,    2.17,    1.91,    3.28,    3.10,    2.58,    2.27,    2.12,    1.84,    0.79,    1.66,    2.68
196001,  -99.99,   -1.32,   -4.51,   -5.62,   -0.51,   -3.52,   -4.47,   -5.07,   -5.82,    0.77,   -1.81,   -2.91,   -4.16,   -3.58,   -5.37,   -4.93,   -5.21,   -4.65,   -7.00
196002,  -99.99,    0.37,    0.90,    1.24,   -0.09,    1.37,    0.44,    1.62,    0.87,   -1.41,    1.23,    1.27,    1.48,    0.81,    0.06,    1.27,    1.99,    0.78,    0.97
196003,  -99.99,   -2.88,   -2.72,   -1.56,   -2.80,   -3.08,   -2.76,   -2.25,   -1.21,   -2.00,   -3.61,   -3.04,   -3.12,   -2.75,   -2.77,   -2.23,   -2.28,   -1.07,   -1.35
196004,  -99.99,   -2.68,   -2.21,   -0.96,   -2.97,   -1.94,   -2.71,   -1.43,   -0.85,   -3.58,   -2.37,   -2.10,   -1.77,   -2.72,   -2.70,   -1.66,   -1.19,   -0.37,   -1.33
196005,  -99.99,    0.82,    2.60,    3.11,   -0.15,    3.02,    2.59,    1.97,    3.67,   -0.50,    0.19,    2.75,    3.29,    2.48,    2.70,    1.97,    1.97,    3.19,    4.15
196006,  -99.99,    1.87,    2.29,    2.44,    1.79,    2.01,    2.33,    2.53,    2.38,    2.26,    1.31,    2.04,    1.99,    1.93,    2.73,    2.50,    2.56,    2.51,    2.24
196007,  -99.99,   -1.65,   -1.98,   -2.07,   -1.28,   -2.08,   -1.75,   -1.90,   -2.53,   -0.79,   -1.78,   -2.41,   -1.75,   -1.91,   -1.59,   -2.65,   -1.15,   -2.12,   -2.93
196008,  -99.99,    4.66,    3.76,    3.04,    5.72,    3.42,    3.77,    3.16,    3.01,    5.89,    5.56,    2.53,    4.31,    3.38,    4.15,    3.22,    3.11,    3.33,    2.69
196009,  -99.99,   -6.08,   -6.30,   -5.65,   -6.10,   -6.47,   -6.11,   -5.66,   -5.86,   -6.56,   -5.63,   -6.05,   -6.89,   -6.20,   -6.02,   -6.07,   -5.25,   -5.93,   -5.79
196010,  -99.99,   -3.31,   -2.65,   -0.86,   -3.12,   -2.98,   -3.14,   -1.76,   -0.54,   -3.51,   -2.74,   -3.68,   -2.28,   -4.08,   -2.20,   -2.04,   -1.48,   -1.27,    0.18
196011,  -99.99,    2.61,    5.26,    6.04,    1.48,    4.28,    6.04,    5.92,    5.73,    1.79,    1.19,    4.84,    3.74,    6.30,    5.78,    5.21,    6.64,    6.49,    4.99
196012,  -99.99,    3.08,    3.53,    4.90,    2.26,    3.57,    3.49,    4.86,    4.81,    1.78,    2.73,    4.68,    2.48,    3.35,    3.63,    4.65,    5.08,    5.00,    4.63
196101,  -99.99,    9.25,    8.76,    6.36,    9.45,    8.86,    8.85,    8.26,    5.52,   10.25,    8.68,    8.86,    8.86,    8.42,    9.28,    8.51,    8.02,    5.98,    5.07
196102,  -99.99,    6.72,    6.76,    4.75,    6.35,    7.47,    6.64,    5.82,    4.43,    6.77,    5.95,    7.43,    7.51,    7.30,    5.98,    6.26,    5.38,    4.76,    4.10
196103,  -99.99,    7.21,    4.89,    2.88,    7.14,    6.07,    4.94,    4.63,    2.14,    7.11,    7.17,    7.35,    4.80,    4.87,    5.00,    4.90,    4.35,    2.44,    1.83
196104,  -99.99,    1.92,    0.77,   -0.20,    1.90,    2.28,   -0.16,    0.22,   -0.09,    3.25,    0.62,    1.97,    2.58,   -0.66,    0.35,    0.84,   -0.41,   -0.04,   -0.14
196105,  -99.99,    4.69,    4.41,    3.78,    4.88,    4.16,    5.26,    3.65,    3.60,    5.37,    4.41,    4.32,    3.99,    5.82,    4.69,    3.15,    4.14,    3.43,    3.77
196106,  -99.99,   -4.80,   -4.44,   -3.06,   -4.77,   -4.92,   -4.76,   -3.31,   -2.91,   -4.62,   -4.91,   -4.84,   -5.00,   -5.36,   -4.15,   -3.29,   -3.34,   -3.13,   -2.70
196107,  -99.99,    0.04,    1.00,    2.45,   -0.25,    0.61,    1.30,    1.46,    2.63,   -1.22,    0.71,    0.64,    0.59,    1.61,    1.00,    0.81,    2.11,    2.64,    2.61
196108,  -99.99,    0.99,    1.59,    3.87,    1.17,    1.14,    1.01,    3.61,    3.54,    1.48,    0.85,    0.64,    1.64,    0.53,    1.48,    2.69,    4.53,    4.02,    3.06
196109,  -99.99,   -3.44,   -2.98,   -2.39,   -3.44,   -3.58,   -2.76,   -2.83,   -2.09,   -3.32,   -3.57,   -3.42,   -3.72,   -3.57,   -1.95,   -2.66,   -2.99,   -2.35,   -1.84
196110,  -99.99,    1.92,    1.84,    2.74,    2.04,    1.45,    1.85,    2.59,    2.74,    1.73,    2.35,    1.66,    1.24,    1.46,    2.23,    2.44,    2.74,    3.15,    2.34
196111,  -99.99,    5.20,    4.99,    3.94,    4.83,    5.77,    4.85,    4.21,    4.03,    3.83,    5.81,    5.94,    5.60,    4.98,    4.72,    4.65,    3.77,    3.89,    4.16
196112,  -99.99,   -0.10,   -0.24,   -0.91,    0.31,   -0.30,   -0.10,   -1.20,   -0.71,   -0.74,    1.35,   -0.93,    0.31,    0.43,   -0.62,   -1.07,   -1.32,   -0.75,   -0.67
196201,  -99.99,    2.33,   -1.38,   -2.99,    2.95,    0.33,   -1.72,   -2.22,   -3.12,    4.60,    1.35,    1.07,   -0.39,   -0.79,   -2.65,   -1.71,   -2.73,   -1.59,   -4.65
196202,  -99.99,    1.62,    1.48,    1.46,    1.91,    1.19,    1.22,    1.66,    1.58,    2.37,    1.48,    1.03,    1.34,    0.77,    1.68,    2.12,    1.20,    1.43,    1.74
196203,  -99.99,   -0.34,   -0.89,   -0.64,    0.08,   -0.88,   -0.78,   -1.46,   -0.21,   -0.55,    0.68,   -1.18,   -0.58,   -1.38,   -0.16,   -1.42,   -1.50,    0.02,   -0.44
196204,  -99.99,   -6.98,   -6.80,   -6.65,   -6.98,   -7.27,   -6.49,   -6.84,   -6.46,   -6.95,   -7.01,   -6.98,   -7.56,   -7.16,   -5.80,   -6.66,   -7.03,   -6.74,   -6.19
196205,  -99.99,  -10.35,  -10.07,   -8.86,  -10.51,  -10.02,  -10.57,   -9.37,   -8.50,  -11.47,   -9.58,  -10.02,  -10.02,  -10.32,  -10.81,   -9.17,   -9.58,   -8.08,   -8.92
196206,  -99.99,   -8.38,   -8.35,   -8.78,   -7.86,   -8.52,   -8.31,   -9.42,   -8.31,   -8.73,   -7.01,   -9.39,   -7.67,   -8.57,   -8.05,   -9.12,   -9.71,   -7.45,   -9.17
196207,  -99.99,    7.59,    6.15,    5.67,    7.55,    7.35,    5.74,    5.89,    5.67,    7.78,    7.33,    7.65,    7.05,    6.22,    5.25,    6.08,    5.69,    5.96,    5.38
196208,  -99.99,    3.34,    3.05,    2.22,    3.20,    3.25,    2.93,    2.87,    2.19,    3.89,    2.51,    3.61,    2.89,    3.76,    2.10,    3.47,    2.27,    2.75,    1.64
196209,  -99.99,   -6.90,   -6.26,   -5.12,   -6.91,   -7.04,   -6.45,   -5.09,   -5.08,   -6.40,   -7.41,   -6.90,   -7.19,   -6.89,   -6.02,   -4.97,   -5.21,   -5.64,   -4.53
196210,  -99.99,   -3.95,   -2.45,   -0.24,   -4.60,   -3.18,   -2.24,   -1.26,    0.08,   -4.62,   -4.58,   -2.66,   -3.70,   -2.88,   -1.60,   -1.63,   -0.89,   -0.63,    0.79
196211,  -99.99,   14.97,   13.94,   12.62,   14.77,   15.03,   13.92,   13.25,   12.31,   14.31,   15.21,   15.37,   14.70,   14.18,   13.65,   13.24,   13.25,   13.18,   11.44
196212,  -99.99,   -2.28,   -1.43,    1.08,   -2.32,   -2.33,   -1.58,    0.43,    1.12,   -1.65,   -2.98,   -2.21,   -2.46,   -2.42,   -0.75,   -0.10,    0.98,    1.24,    1.00
196301,  -99.99,   10.94,    7.49,    5.50,   11.49,    9.03,    7.56,    6.34,    5.23,   11.57,   11.41,    9.85,    8.21,    8.57,    6.56,    6.63,    6.04,    5.35,    5.12
196302,  -99.99,   -0.67,   -1.74,   -1.78,   -0.25,   -1.71,   -1.50,   -1.75,   -1.93,   -0.39,   -0.11,   -1.52,   -1.91,   -1.11,   -1.89,   -2.04,   -1.46,   -1.69,   -2.17
196303,  -99.99,    1.78,    1.60,    3.02,    1.70,    1.82,    1.54,    2.19,    3.14,    2.29,    1.12,    1.94,    1.69,    1.62,    1.47,    1.62,    2.78,    3.12,    3.17
196304,  -99.99,    3.56,    3.48,    4.60,    2.82,    3.92,    3.59,    4.35,    4.48,    2.83,    2.81,    4.98,    2.85,    3.56,    3.62,    3.86,    4.86,    4.43,    4.53
196305,  -99.99,    4.56,    3.24,    2.07,    4.99,    3.41,    3.67,    2.25,    2.14,    5.93,    4.08,    3.74,    3.08,    3.71,    3.64,    2.55,    1.94,    2.72,    1.56
196306,  -99.99,   -1.68,   -1.73,   -1.34,   -1.86,   -1.63,   -1.45,   -1.82,   -1.26,   -2.31,   -1.42,   -1.34,   -1.93,   -1.62,   -1.27,   -2.11,   -1.51,   -1.15,   -1.36
196307,  -99.99,   -0.39,   -1.32,   -0.49,   -0.17,   -1.27,   -1.58,   -1.40,    0.05,   -0.09,   -0.42,   -1.63,   -0.86,   -1.15,   -2.04,   -1.29,   -1.52,   -0.22,    0.31
196308,  -99.99,    3.13,    5.35,    5.97,    2.81,    4.96,    5.42,    5.67,    6.06,    2.60,    3.48,    4.88,    5.04,    6.23,    4.57,    5.54,    5.79,    5.94,    6.18
196309,  -99.99,   -0.44,   -1.98,   -1.88,   -0.22,   -1.77,   -1.66,   -2.27,   -1.92,    0.26,   -1.74,   -1.68,   -1.87,   -1.77,   -1.55,   -2.76,   -1.79,   -2.05,   -1.79
196310,  -99.99,    0.97,    1.81,    1.57,    0.65,    2.87,    1.23,    1.38,    1.81,    0.79,    0.22,    2.76,    2.99,    0.87,    1.62,    1.66,    1.10,    1.59,    2.03
196311,  -99.99,   -2.14,   -1.30,   -0.36,   -2.41,   -1.16,   -1.54,   -0.28,   -0.39,   -2.54,   -2.01,   -0.63,   -1.75,   -1.38,   -1.72,   -0.25,   -0.31,    0.01,   -0.78
196312,  -99.99,   -2.03,    1.14,    1.80,   -2.39,    0.21,    1.23,    1.52,    2.07,   -2.80,   -1.10,   -0.02,    0.46,    1.81,    0.60,    1.76,    1.28,    1.84,    2.29
196401,  -99.99,    4.96,    1.34,    1.46,    5.40,    1.76,    1.77,    1.03,    1.61,    5.95,    3.67,    2.46,    0.96,    2.50,    0.99,    0.90,    1.16,    1.20,    2.00
196402,  -99.99,    2.76,    2.65,    2.26,    2.76,    3.00,    2.23,    2.87,    1.92,    2.87,    2.41,    2.76,    3.27,    2.22,    2.24,    2.82,    2.92,    1.93,    1.91
196403,  -99.99,    2.76,    3.29,    2.14,    2.58,    3.56,    3.54,    2.89,    1.64,    2.61,    2.47,    3.76,    3.33,    4.16,    2.87,    2.69,    3.08,    1.85,    1.45
196404,  -99.99,    0.55,   -0.50,   -0.12,    0.74,   -0.49,   -0.65,   -0.50,    0.23,    1.21,   -0.75,   -0.49,   -0.48,   -1.10,   -0.15,   -0.19,   -0.80,   -0.33,    0.78
196405,  -99.99,    0.06,    1.54,    1.51,   -0.17,    1.78,    0.95,    1.99,    1.22,   -0.27,    0.14,    1.35,    2.26,    0.99,    0.90,    1.93,    2.05,    0.85,    1.57
196406,  -99.99,    0.60,    1.40,    1.67,    0.49,    1.07,    1.53,    1.58,    1.75,    0.32,    1.05,    1.17,    0.96,    1.18,    1.91,    1.64,    1.53,    1.67,    1.82
196407,  -99.99,    3.60,    2.15,    2.42,    3.60,    2.77,    2.49,    1.94,    2.63,    3.86,    2.66,    3.65,    1.77,    1.92,    3.05,    1.85,    2.02,    3.45,    1.81
196408,  -99.99,   -0.31,   -0.99,   -0.91,   -0.25,   -1.15,   -0.81,   -0.24,   -1.39,   -0.09,   -0.80,   -0.67,   -1.69,   -0.66,   -0.97,   -0.54,    0.05,   -1.48,   -1.30
196409,  -99.99,    4.25,    3.23,    3.49,    4.46,    3.17,    2.94,    3.80,    3.29,    4.58,    4.04,    3.04,    3.33,    2.79,    3.09,    3.71,    3.89,    3.40,    3.17
196410,  -99.99,    2.39,    1.65,    1.08,    2.58,    1.29,    2.11,    1.40,    0.74,    2.75,    1.98,    1.25,    1.34,    1.62,    2.59,    1.05,    1.75,    0.74,    0.74
196411,  -99.99,   -0.11,   -0.19,    0.23,   -0.21,   -0.52,    0.47,    0.10,    0.30,   -0.29,    0.09,    0.48,   -1.63,    0.12,    0.82,    0.10,    0.09,    0.24,    0.36
196412,  -99.99,   -2.25,   -0.24,   -0.24,   -2.45,   -0.52,   -0.46,   -0.21,   -0.22,   -2.50,   -2.30,   -1.04,    0.06,   -0.25,   -0.67,   -0.14,   -0.29,   -0.26,   -0.19
196501,  -99.99,    8.93,    5.77,    4.91,    9.34,    6.47,    5.77,    5.38,    4.47,   10.10,    6.66,    6.48,    6.46,    5.63,    5.91,    4.97,    5.79,    4.56,    4.39
196502,  -99.99,    3.70,    3.60,    2.03,    3.69,    3.81,    3.78,    2.82,    1.67,    4.10,    2.24,    3.76,    3.86,    4.62,    2.99,    2.91,    2.74,    2.70,    0.66
196503,  -99.99,    2.68,    0.31,   -0.68,    2.97,    0.44,    0.69,    0.01,   -0.99,    3.08,    2.57,    1.02,   -0.20,    0.82,    0.57,    0.08,   -0.07,   -0.48,   -1.50
196504,  -99.99,    4.64,    4.02,    2.67,    4.83,    4.02,    3.98,    3.30,    2.45,    5.21,    3.48,    3.55,    4.55,    4.64,    3.34,    3.49,    3.11,    2.58,    2.32
196505,  -99.99,   -0.48,   -0.72,   -0.72,   -0.35,   -0.91,   -0.72,   -0.92,   -0.63,    0.13,   -2.02,   -1.27,   -0.51,   -0.98,   -0.47,   -0.94,   -0.90,   -0.51,   -0.75
196506,  -99.99,   -9.21,   -8.13,   -5.69,   -9.36,   -8.55,   -7.95,   -7.47,   -4.92,   -9.40,   -9.25,   -8.28,   -8.85,   -7.97,   -7.93,   -7.70,   -7.25,   -5.72,   -4.14
196507,  -99.99,    2.92,    3.26,    2.37,    2.83,    3.55,    3.32,    3.09,    1.83,    2.66,    3.54,    3.48,    3.62,    3.23,    3.41,    2.76,    3.46,    2.44,    1.22
196508,  -99.99,    3.78,    5.47,    3.59,    3.71,    4.70,    6.22,    4.26,    3.26,    3.52,    4.45,    4.23,    5.21,    7.41,    5.02,    4.25,    4.28,    3.40,    3.11
196509,  -99.99,    2.34,    3.48,    2.78,    2.29,    3.58,    3.19,    2.90,    2.71,    2.35,    2.05,    2.66,    4.56,    3.28,    3.10,    2.88,    2.92,    2.90,    2.52
196510,  -99.99,    7.35,    4.88,    3.04,    7.61,    5.65,    5.20,    3.59,    2.70,    7.92,    6.38,    5.68,    5.62,    5.79,    4.58,    3.44,    3.75,    3.54,    1.86
196511,  -99.99,    6.25,    4.14,    1.43,    6.84,    3.95,    3.83,    3.04,    0.75,    7.59,    3.83,    2.49,    5.53,    4.52,    3.13,    3.26,    2.81,    1.38,    0.12
196512,  -99.99,    5.58,    3.52,    1.55,    5.72,    4.72,    3.12,    2.32,    1.55,    6.09,    4.21,    4.71,    4.72,    2.69,    3.57,    3.02,    1.57,    1.83,    1.27
196601,  -99.99,    9.18,    3.68,    1.89,    9.62,    5.63,    3.90,    2.76,    1.11,   10.34,    6.75,    6.41,    4.78,    4.05,    3.74,    2.09,    3.47,    2.03,    0.21
196602,  -99.99,    5.25,    1.42,   -1.38,    5.57,    2.54,    1.78,    0.05,   -1.91,    6.09,    3.47,    3.26,    1.75,    2.22,    1.32,    0.36,   -0.29,   -1.60,   -2.23
196603,  -99.99,    0.13,   -2.54,   -1.43,    0.65,   -2.33,   -2.91,   -2.33,   -1.31,    1.29,   -1.91,   -3.12,   -1.46,   -2.73,   -3.11,   -2.94,   -1.68,   -0.57,   -2.03
196604,  -99.99,    6.17,    3.38,    2.09,    6.07,    5.32,    3.39,    2.80,    1.91,    6.37,    4.86,    6.83,    3.63,    3.48,    3.29,    3.09,    2.48,    2.21,    1.60
196605,  -99.99,  -10.69,   -7.55,   -4.78,  -11.02,   -8.81,   -7.34,   -6.10,   -4.31,  -11.64,   -8.56,   -8.61,   -9.03,   -7.90,   -6.74,   -6.44,   -5.73,   -4.80,   -3.83
196606,  -99.99,   -0.50,   -0.56,   -0.72,   -0.60,   -0.08,   -0.53,   -0.39,   -1.14,   -0.89,    0.58,    0.14,   -0.32,   -0.48,   -0.57,   -0.88,    0.15,   -0.76,   -1.53
196607,  -99.99,   -1.84,   -1.38,   -1.34,   -1.95,   -1.66,   -0.90,   -1.64,   -1.07,   -1.99,   -1.81,   -1.12,   -2.22,   -0.83,   -0.96,   -1.42,   -1.86,   -0.80,   -1.34
196608,  -99.99,  -11.19,   -9.31,   -7.78,  -11.19,  -10.54,   -9.12,   -8.61,   -7.61,  -11.56,   -9.87,  -11.22,   -9.83,   -9.27,   -8.97,   -9.10,   -8.11,   -8.04,   -7.18
196609,  -99.99,   -2.30,   -1.43,   -1.15,   -2.36,   -1.80,   -1.44,   -1.37,   -0.91,   -2.57,   -1.60,   -1.93,   -1.66,   -1.16,   -1.73,   -1.15,   -1.60,   -1.36,   -0.47
196610,  -99.99,   -4.22,    0.47,    4.40,   -4.78,   -1.15,    1.51,    2.03,    4.93,   -5.38,   -2.64,   -0.65,   -1.68,    0.80,    2.22,    0.73,    3.36,    4.96,    4.91
196611,  -99.99,    4.00,    5.33,    2.75,    4.03,    4.40,    4.88,    4.88,    2.54,    3.58,    5.69,    3.78,    5.04,    5.82,    3.94,    6.55,    3.18,    2.12,    2.96
196612,  -99.99,    1.35,    2.07,    1.70,    1.19,    2.16,    1.99,    2.42,    1.32,    0.86,    2.36,    2.37,    1.93,    2.15,    1.83,    2.39,    2.45,    2.37,    0.26
196701,  -99.99,   21.61,   14.81,    8.79,   21.93,   18.99,   14.36,   10.86,    8.21,   23.23,   17.30,   19.56,   18.41,   13.84,   14.88,   11.77,    9.93,    8.80,    7.61
196702,  -99.99,    6.84,    1.93,    0.50,    7.47,    2.86,    1.59,    1.00,    0.51,    8.23,    4.79,    2.76,    2.96,    1.94,    1.24,    1.50,    0.48,    1.05,   -0.03
196703,  -99.99,    6.53,    5.75,    4.44,    6.51,    6.60,    5.60,    5.15,    4.10,    6.47,    6.66,    6.66,    6.54,    5.44,    5.76,    5.21,    5.10,    4.29,    3.91
196704,  -99.99,    4.49,    3.83,    3.71,    4.66,    3.50,    3.89,    4.33,    3.24,    4.80,    4.14,    3.46,    3.53,    4.01,    3.77,    4.03,    4.64,    2.73,    3.75
196705,  -99.99,    0.42,   -1.24,   -3.43,    0.72,   -1.37,   -1.61,   -1.38,   -4.04,    0.96,   -0.13,   -1.51,   -1.22,   -2.27,   -0.97,   -0.53,   -2.25,   -3.80,   -4.28
196706,  -99.99,   11.79,    5.59,    2.29,   12.56,    7.53,    4.95,    3.77,    1.65,   13.32,    9.91,    6.87,    8.23,    5.03,    4.88,    4.00,    3.54,    2.08,    1.23
196707,  -99.99,   10.34,    6.40,    5.43,   10.61,    8.18,    6.34,    5.63,    5.14,   11.13,    8.95,    8.78,    7.52,    6.72,    5.94,    5.27,    6.00,    5.17,    5.12
196708,  -99.99,    1.51,   -0.10,   -0.52,    1.67,   -0.13,    0.09,   -0.05,   -0.48,    2.21,   -0.05,    0.62,   -0.97,    0.17,    0.02,    0.50,   -0.61,   -0.25,   -0.70
196709,  -99.99,    8.78,    4.21,    1.95,    9.33,    5.33,    3.68,    2.93,    2.26,    9.92,    7.44,    5.69,    4.93,    3.28,    4.09,    4.50,    1.33,    2.42,    2.09
196710,  -99.99,   -0.82,   -3.05,   -4.60,   -0.40,   -2.53,   -3.28,   -4.51,   -4.41,    0.25,   -2.45,   -3.24,   -1.73,   -3.69,   -2.88,   -4.07,   -4.96,   -5.05,   -3.76
196711,  -99.99,   -0.68,    1.20,    0.78,   -0.92,    0.86,    0.96,    1.36,    0.74,   -1.58,    1.18,    0.66,    1.08,    1.34,    0.57,    1.86,    0.85,    0.76,    0.73
196712,  -99.99,   10.77,    6.54,    2.99,   11.01,    9.03,    6.66,    3.30,    3.09,   11.44,    9.67,    9.39,    8.64,    7.09,    6.22,    3.81,    2.79,    3.01,    3.16
196801,  -99.99,    6.22,   -1.53,   -3.73,    7.13,    0.25,   -1.58,   -2.91,   -3.90,    8.89,    1.52,    1.06,   -0.66,   -0.49,   -2.65,   -2.43,   -3.39,   -2.30,   -5.52
196802,  -99.99,   -6.58,   -4.80,   -3.34,   -6.78,   -5.74,   -4.18,   -4.50,   -2.85,   -7.13,   -5.67,   -5.44,   -6.09,   -3.94,   -4.41,   -4.67,   -4.32,   -3.26,   -2.44
196803,  -99.99,   -1.70,   -0.37,    0.12,   -1.73,   -1.45,   -0.23,    0.05,    0.35,   -1.97,   -0.95,   -1.55,   -1.33,   -1.15,    0.66,    0.45,   -0.35,   -0.29,    1.00
196804,  -99.99,   16.64,   12.63,    9.42,   16.96,   14.59,   12.70,   10.45,    8.92,   17.10,   16.52,   14.80,   14.36,   12.71,   12.70,   10.46,   10.44,    9.44,    8.39
196805,  -99.99,   13.31,    6.09,    2.51,   14.06,    8.08,    6.02,    4.53,    1.85,   15.78,    8.59,    9.04,    6.99,    5.73,    6.31,    5.22,    3.85,    2.41,    1.28
196806,  -99.99,    1.53,    1.44,    2.09,    1.76,    0.52,    1.23,    2.31,    2.09,    2.31,    0.04,    0.22,    0.87,    2.31,    0.18,    2.55,    2.07,    2.44,    1.74
196807,  -99.99,   -2.03,   -4.46,   -2.56,   -2.08,   -3.35,   -3.70,   -3.99,   -2.55,   -1.53,   -3.63,   -1.71,   -5.08,   -2.71,   -4.89,   -5.45,   -2.58,   -2.31,   -2.79
196808,  -99.99,    4.60,    2.73,    1.89,    4.73,    3.35,    3.33,    1.99,    1.43,    4.87,    4.33,    3.85,    2.82,    3.91,    2.64,    1.22,    2.73,    1.43,    1.43
196809,  -99.99,    7.57,    6.62,    5.36,    7.67,    7.00,    6.19,    7.04,    4.49,    8.01,    6.68,    6.97,    7.03,    7.19,    4.98,    7.10,    6.99,    5.41,    3.56
196810,  -99.99,    0.47,    1.07,    1.05,    0.35,    0.64,    1.55,    0.95,    1.23,    0.39,    0.23,    1.20,    0.05,    1.75,    1.30,    1.21,    0.70,    1.55,    0.91
196811,  -99.99,    6.93,    8.31,    6.59,    6.70,    8.48,    8.21,    7.62,    6.31,    6.53,    7.18,    8.32,    8.66,    8.28,    8.12,    8.14,    7.11,    6.60,    6.04
196812,  -99.99,    2.85,   -1.94,   -3.06,    3.51,   -1.03,   -1.96,   -3.12,   -2.89,    4.21,    1.51,   -0.95,   -1.12,   -1.56,   -2.45,   -2.86,   -3.38,   -2.67,   -3.10
196901,  -99.99,    0.00,   -1.30,   -0.10,    0.10,   -0.53,   -1.38,   -0.78,   -0.42,    0.35,   -0.61,   -0.59,   -0.47,   -0.91,   -1.93,   -2.07,    0.49,    0.05,   -0.88
196902,  -99.99,   -9.94,   -7.87,   -5.83,  -10.24,   -8.27,   -7.74,   -7.27,   -5.24,  -10.57,   -9.31,   -8.20,   -8.35,   -7.90,   -7.56,   -7.59,   -6.95,   -5.62,   -4.87
196903,  -99.99,    2.10,    1.59,    2.10,    2.15,    1.73,    1.66,    1.78,    2.07,    2.08,    2.35,    1.80,    1.65,    1.83,    1.45,    1.39,    2.17,    0.94,    3.19
196904,  -99.99,   -0.22,    0.93,    1.50,   -0.39,    0.78,    0.75,    1.05,    1.97,   -0.69,    0.44,    0.77,    0.79,    0.84,    0.65,    1.49,    0.61,    2.04,    1.91
196905,  -99.99,    1.12,   -0.54,   -0.23,    1.39,   -1.10,   -0.15,   -0.14,   -0.18,    1.75,    0.36,   -0.45,   -1.78,    0.07,   -0.41,    0.04,   -0.32,   -0.93,    0.56
